concept_id,level
https://openalex.org/C137981799,3
https://openalex.org/C188971069,3
https://openalex.org/C2777615720,2
https://openalex.org/C34742353,2
https://openalex.org/C123197309,3
https://openalex.org/C18949120,3
https://openalex.org/C8492334,4
https://openalex.org/C515488857,4
https://openalex.org/C48659774,3
https://openalex.org/C2777585438,5
https://openalex.org/C168651791,3
https://openalex.org/C2777697265,2
https://openalex.org/C92727272,5
https://openalex.org/C2779283907,4
https://openalex.org/C2781335571,3
https://openalex.org/C2779851234,2
https://openalex.org/C206901836,2
https://openalex.org/C193536780,4
https://openalex.org/C141231307,3
https://openalex.org/C21036866,2
https://openalex.org/C129404179,2
https://openalex.org/C26873012,1
https://openalex.org/C29984679,2
https://openalex.org/C2776542216,2
https://openalex.org/C9259290,2
https://openalex.org/C154018700,3
https://openalex.org/C97133563,2
https://openalex.org/C18051474,3
https://openalex.org/C153258448,3
https://openalex.org/C148908050,3
https://openalex.org/C37055786,5
https://openalex.org/C2994559806,2
https://openalex.org/C104293457,2
https://openalex.org/C74902906,2
https://openalex.org/C23963754,2
https://openalex.org/C59593255,2
https://openalex.org/C57528182,2
https://openalex.org/C99077945,3
https://openalex.org/C26760741,2
https://openalex.org/C186108316,4
https://openalex.org/C2776029896,2
https://openalex.org/C501308230,2
https://openalex.org/C193386753,2
https://openalex.org/C194577767,3
https://openalex.org/C60891933,3
https://openalex.org/C2781181084,3
https://openalex.org/C2781315470,2
https://openalex.org/C75302062,2
https://openalex.org/C46244369,2
https://openalex.org/C102999125,2
https://openalex.org/C2777924906,2
https://openalex.org/C2126413,4
https://openalex.org/C155155215,3
https://openalex.org/C173734053,2
https://openalex.org/C151376022,2
https://openalex.org/C75553542,2
https://openalex.org/C149271511,2
https://openalex.org/C29231875,3
https://openalex.org/C3019432306,3
https://openalex.org/C101496351,2
https://openalex.org/C129785596,2
https://openalex.org/C88829872,5
https://openalex.org/C2781327853,3
https://openalex.org/C13355873,2
https://openalex.org/C116206932,4
https://openalex.org/C88118005,5
https://openalex.org/C81978471,3
https://openalex.org/C48677424,2
https://openalex.org/C2776498980,4
https://openalex.org/C68387754,2
https://openalex.org/C84551667,2
https://openalex.org/C19024347,3
https://openalex.org/C120314980,1
https://openalex.org/C28449271,4
https://openalex.org/C2781170535,2
https://openalex.org/C9973445,2
https://openalex.org/C2983946233,2
https://openalex.org/C194583477,2
https://openalex.org/C40069579,2
https://openalex.org/C106516650,2
https://openalex.org/C130188946,3
https://openalex.org/C11829167,3
https://openalex.org/C2778987444,3
https://openalex.org/C70050531,2
https://openalex.org/C45503250,5
https://openalex.org/C125743686,2
https://openalex.org/C115304011,3
https://openalex.org/C2983155866,2
https://openalex.org/C27181475,2
https://openalex.org/C145148216,2
https://openalex.org/C2780150128,3
https://openalex.org/C182019814,3
https://openalex.org/C157077121,3
https://openalex.org/C66251956,2
https://openalex.org/C70234604,4
https://openalex.org/C142853389,2
https://openalex.org/C111776688,3
https://openalex.org/C109589588,3
https://openalex.org/C55143465,4
