source,target,weight,citation_sum_year,citation_sum_year2
quantum_error_correction,quantum_technology,35,182.0,865.0
quantum_network,quantum_technology,210,414.0,2172.0
superdense_coding,quantum_teleportation,39,25.0,87.0
teleportation,quantum_teleportation,42,33.0,131.0
w_state,quantum_teleportation,25,21.0,143.0
quantum_information_science,quantum_teleportation,39,19.0,88.0
quantum_channel,quantum_teleportation,80,69.0,305.0
quantum_network,quantum_teleportation,137,108.0,561.0
multipartite_entanglement,squashed_entanglement,29,30.0,178.0
quantum_network,squashed_entanglement,34,41.0,245.0
quantum_channel,superdense_coding,38,25.0,86.0
teleportation,superdense_coding,30,19.0,62.0
quantum_teleportation,superdense_coding,39,25.0,87.0
quantum_network,superdense_coding,41,25.0,87.0
superdense_coding,teleportation,30,19.0,62.0
quantum_teleportation,teleportation,42,33.0,131.0
quantum_channel,teleportation,42,33.0,131.0
quantum_network,teleportation,42,33.0,131.0
quantum_teleportation,w_state,25,21.0,143.0
quantum_network,w_state,44,49.0,288.0
