source,target,weight,citation_sum_year,citation_sum_year2
quantum_discord,quantum_sensor,41,68.0,212.0
quantum_channel,quantum_sensor,33,72.0,216.0
quantum_imaging,quantum_sensor,74,35.0,233.0
quantum_technology,quantum_sensor,121,140.0,563.0
quantum_metrology,quantum_sensor,79,95.0,343.0
quantum_information_science,quantum_sensor,61,151.0,531.0
quantum_network,quantum_sensor,263,284.0,1080.0
quantum_network,quantum_simulator,32,7.0,31.0
quantum_error_correction,quantum_technology,32,55.0,223.0
quantum_teleportation,quantum_technology,35,39.0,199.0
quantum_channel,quantum_technology,35,24.0,119.0
quantum_imaging,quantum_technology,50,13.0,123.0
quantum_sensor,quantum_technology,121,140.0,563.0
quantum_metrology,quantum_technology,45,61.0,224.0
quantum_information_science,quantum_technology,67,141.0,515.0
quantum_network,quantum_technology,212,240.0,1013.0
quantum_technology,quantum_teleportation,35,39.0,199.0
quantum_information_science,quantum_teleportation,51,68.0,311.0
superdense_coding,quantum_teleportation,46,43.0,188.0
teleportation,quantum_teleportation,62,46.0,241.0
quantum_channel,quantum_teleportation,106,92.0,401.0
quantum_network,quantum_teleportation,158,141.0,665.0
quantum_network,spontaneous_parametric_down-conversion,43,13.0,86.0
quantum_teleportation,superdense_coding,46,43.0,188.0
quantum_channel,superdense_coding,42,37.0,168.0
teleportation,superdense_coding,37,36.0,163.0
quantum_network,superdense_coding,47,43.0,188.0
quantum_teleportation,teleportation,62,46.0,241.0
superdense_coding,teleportation,37,36.0,163.0
quantum_channel,teleportation,63,47.0,244.0
quantum_network,teleportation,63,47.0,244.0
quantum_network,w_state,42,50.0,231.0
