source,target,weight,citation_sum_year,citation_sum_year2
teleportation,superdense_coding,28,22.0,127.0
quantum_teleportation,superdense_coding,32,22.0,129.0
quantum_network,superdense_coding,33,22.0,130.0
quantum_channel,superdense_coding,32,22.0,129.0
superdense_coding,teleportation,28,22.0,127.0
quantum_teleportation,teleportation,51,38.0,194.0
quantum_network,teleportation,52,38.0,194.0
quantum_channel,teleportation,52,38.0,194.0
quantum_teleportation,w_state,31,37.0,155.0
quantum_network,w_state,46,55.0,266.0
