source,target,weight,citation_sum_year,citation_sum_year2
quantum_gate,quantum_network,93,94.0,412.0
quantum_circuit,quantum_network,160,301.0,1147.0
quantum_network,quantum_operation,34,42.0,154.0
quantum_network,quantum_phase_estimation_algorithm,39,69.0,258.0
quantum_network,quantum_process,41,54.0,204.0
quantum_channel,quantum_sensor,41,78.0,292.0
quantum_discord,quantum_sensor,53,112.0,411.0
photon_entanglement,quantum_sensor,50,91.0,323.0
quantum_metrology,quantum_sensor,109,213.0,809.0
quantum_technology,quantum_sensor,158,369.0,1647.0
quantum_information_science,quantum_sensor,93,253.0,989.0
quantum_imaging,quantum_sensor,93,121.0,571.0
quantum_network,quantum_sensor,392,710.0,2968.0
quantum_network,quantum_simulator,37,96.0,373.0
quantum_discord,quantum_technology,32,36.0,179.0
quantum_imaging,quantum_technology,77,72.0,391.0
quantum_error_correction,quantum_technology,62,119.0,434.0
quantum_sensor,quantum_technology,158,369.0,1647.0
quantum_metrology,quantum_technology,50,148.0,587.0
quantum_information_science,quantum_technology,118,339.0,1410.0
quantum_teleportation,quantum_technology,59,93.0,361.0
quantum_channel,quantum_technology,59,222.0,821.0
quantum_network,quantum_technology,320,681.0,2959.0
quantum_technology,quantum_teleportation,59,93.0,361.0
teleportation,quantum_teleportation,74,81.0,367.0
superdense_coding,quantum_teleportation,62,70.0,304.0
quantum_information_science,quantum_teleportation,48,72.0,317.0
quantum_channel,quantum_teleportation,131,153.0,643.0
quantum_network,quantum_teleportation,202,238.0,939.0
quantum_network,quantum_walk,41,24.0,111.0
quantum_network,spontaneous_parametric_down-conversion,55,37.0,242.0
quantum_network,squashed_entanglement,39,68.0,262.0
teleportation,superdense_coding,48,47.0,208.0
quantum_teleportation,superdense_coding,62,70.0,304.0
quantum_channel,superdense_coding,63,70.0,304.0
quantum_network,superdense_coding,66,72.0,308.0
superdense_coding,teleportation,48,47.0,208.0
quantum_teleportation,teleportation,74,81.0,367.0
quantum_channel,teleportation,76,81.0,367.0
quantum_network,teleportation,76,81.0,367.0
quantum_network,w_state,43,43.0,182.0
